Sentiment,Text,Word Count
positive,rationalization operation seek achieve eur million yearly saving second quarter current financial year,26
positive,result company currently anticipates net sale increase operating result positive,20
neutral,part plan board director decided transfer maximum share held company share issue payment directed aspo management oy holding company acquired management,43
positive,decision resolve meego stronger continued,15
positive,finnish solution provider affecto oyj said today frame contract valued eur implement next phase insurance application south african mutual federal insurance company limited f,41
neutral,elcoteq dongguan established nancheng district dongguan china one elcoteq four volume manufacturing plant asia pacific region,29
neutral,first oil company join rspo commits fully sustainable sourcing feedstock production nexbtl biodiesel said,28
neutral,tikkurila interesting growth strategy support,11
neutral,recent technology delivery include refinery technology anrak aluminium iron ore pelletizing plant tata steel iron ore sintering plant bhushan steel,31
neutral,tikkurila inspires color life,9
positive,february finnish medium company sanoma oyj hel saa v said yesterday net profit almost tripled eur eur announced proposal raised payout,39
neutral,device offer multimedia performance along host productivity application including live stock price,18
positive,future company intends look know outside company cooperate actor sector,24
neutral,unlisted british biologicals make b protein disease specific supplement cover diabetes hepatitis asthma cardiovascular ailment,27
neutral,business area operation finland sweden denmark estonia latvia lithuania,18
positive,company market share continued increase,11
neutral,omx market forward mature may novator finland oy direct shareholding amer sport corporation exceed one fifth company share voting right,35
neutral,finnish stainless steel manufacturer outokumpu degefors planning recruit new engineer order meet retirement wave next year,26
neutral,nokia messaging enables customer receive e mail e mail account mobile phone supporting pop imap e mail service,26
neutral,trading code eli v number share price share gratuitous transfer elisa hold total share,25
